Loyalty Number,Total Flights_mean,Total Flights_sum,Total Flights_max,Distance_mean,Distance_sum,Points Accumulated_mean,Points Accumulated_sum,Points Redeemed_sum,inactive_streak_max,inactive_streak_mean,churn_6m_max,flight_drop_max,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,segment,segment_v2
608504,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,87264.0,Married,Aurora,9766.22,Low Value - At Risk,High Value - At Risk
608508,1.7083333333333333,41,5,2826.9166666666665,67846,2826.9166666666665,67846.0,1255,3,0.625,0,1,Female,College,,Single,Nova,4526.53,Low Value - Stable,Low Value - Stable
608517,1.9166666666666667,46,5,3406.5833333333335,81758,3406.5833333333335,81758.0,0,2,0.25,0,1,Male,College,,Married,Star,7200.66,Low Value - Stable,Low Value - Stable
608537,0.5,12,4,837.7083333333334,20105,837.7083333333334,20105.0,0,18,7.208333333333333,1,1,Female,Master,112860.0,Divorced,Nova,2867.31,Low Value - At Risk,Low Value - At Risk
608601,0.9583333333333334,23,6,1395.625,33495,1395.625,33495.0,1614,6,1.5416666666666667,1,1,Female,Bachelor,85221.0,Divorced,Star,4901.89,Low Value - At Risk,Low Value - At Risk
608605,1.2916666666666667,31,6,1838.9166666666667,44134,1838.9166666666667,44134.0,1081,4,1.125,0,1,Male,Bachelor,51160.0,Married,Star,13024.22,Low Value - Stable,High Value - Loyal
608739,1.9583333333333333,47,6,2772.625,66543,2772.625,66543.0,1454,3,0.5,0,1,Male,College,,Single,Star,4920.77,Low Value - Stable,Low Value - Stable
608758,1.6666666666666667,40,5,2510.75,60258,2510.75,60258.0,0,2,0.375,0,1,Male,Bachelor,63795.0,Married,Star,3890.96,Low Value - Stable,Low Value - Stable
608850,2.0,48,5,2861.5,68676,2861.5,68676.0,1256,2,0.25,0,1,Male,Bachelor,85521.0,Married,Nova,3387.2,Low Value - Stable,Low Value - Stable
608974,1.4583333333333333,35,6,2242.8333333333335,53828,2242.8333333333335,53828.0,698,3,0.875,0,1,Female,Master,117771.0,Single,Star,2248.45,Low Value - Stable,Low Value - Stable
609009,1.5416666666666667,37,5,2513.5416666666665,60325,2513.5416666666665,60325.0,1112,2,0.375,0,1,Female,Bachelor,76495.0,Married,Star,3286.17,Low Value - Stable,Low Value - Stable
609072,1.625,39,6,2352.0,56448,2352.0,56448.0,0,6,1.0833333333333333,1,1,Female,Doctor,117643.0,Married,Star,2619.17,Low Value - At Risk,Low Value - At Risk
609174,1.8333333333333333,44,6,3244.4166666666665,77866,3244.4166666666665,77866.0,1502,2,0.5,0,1,Female,Bachelor,49894.0,Married,Nova,11923.75,Low Value - Stable,High Value - Loyal
609184,1.375,33,5,2284.5416666666665,54829,2284.5416666666665,54829.0,1816,5,0.9583333333333334,0,1,Female,Bachelor,46887.0,Single,Aurora,5408.89,Low Value - Stable,Low Value - Stable
609296,1.7083333333333333,41,6,2250.625,54015,2250.625,54015.0,933,2,0.5,0,1,Male,Bachelor,77416.0,Single,Nova,7684.89,Low Value - Stable,Low Value - Stable
609532,1.75,42,6,2476.4166666666665,59434,2476.4166666666665,59434.0,1922,2,0.5416666666666666,0,1,Female,Bachelor,66596.0,Married,Aurora,7421.59,Low Value - Stable,Low Value - Stable
609650,0.7083333333333334,17,4,1262.8333333333333,30308,1262.8333333333333,30308.0,0,12,3.5,1,1,Male,Bachelor,86578.0,Married,Nova,2809.77,Low Value - At Risk,Low Value - At Risk
609664,0.20833333333333334,5,4,308.9583333333333,7415,308.9583333333333,7415.0,0,20,8.875,1,1,Male,Bachelor,100783.0,Married,Aurora,13160.34,Low Value - At Risk,High Value - At Risk
609667,1.3333333333333333,32,5,1555.125,37323,1555.125,37323.0,1673,3,0.8333333333333334,0,1,Female,College,,Married,Star,2436.84,Low Value - Stable,Low Value - Stable
609730,1.5416666666666667,37,6,2107.2083333333335,50573,2107.2083333333335,50573.0,1858,3,0.5,0,1,Female,High School or Below,57721.0,Married,Star,2656.85,Low Value - Stable,Low Value - Stable
609778,1.125,27,5,1829.5,43908,1829.5,43908.0,297,4,1.1666666666666667,0,1,Female,Bachelor,58299.0,Married,Star,26843.12,Low Value - Stable,High Value - Loyal
609878,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,66242.0,Married,Star,5092.79,Low Value - At Risk,Low Value - At Risk
609971,1.7916666666666667,43,6,2456.1666666666665,58948,2456.1666666666665,58948.0,1810,3,0.8333333333333334,0,1,Female,Bachelor,98314.0,Married,Star,6627.17,Low Value - Stable,Low Value - Stable
610096,1.5833333333333333,38,5,1888.7916666666667,45331,1888.7916666666667,45331.0,1873,2,0.4166666666666667,0,1,Male,Bachelor,82515.0,Married,Star,7809.52,Low Value - Stable,Low Value - Stable
610393,1.1666666666666667,28,4,1896.5,45516,1896.5,45516.0,440,4,0.7916666666666666,0,1,Male,Bachelor,90071.0,Divorced,Star,4626.8,Low Value - Stable,Low Value - Stable
610432,2.4166666666666665,58,6,3813.4583333333335,91523,3813.4583333333335,91523.0,2266,3,0.375,0,1,Male,Doctor,179300.0,Married,Nova,9414.12,High Value - Loyal,High Value - Loyal
610465,1.0833333333333333,26,5,1591.9583333333333,38207,1591.9583333333333,38207.0,666,5,1.25,0,1,Female,Bachelor,81917.0,Single,Star,27990.27,Low Value - Stable,High Value - Loyal
610482,0.9166666666666666,22,5,1534.625,36831,1534.625,36831.0,772,10,2.5416666666666665,1,1,Male,Bachelor,47256.0,Married,Nova,5012.18,Low Value - At Risk,Low Value - At Risk
610573,1.5416666666666667,37,6,2196.5,52716,2196.5,52716.0,1060,4,0.7083333333333334,0,1,Male,Bachelor,69159.0,Married,Nova,4465.6,Low Value - Stable,Low Value - Stable
610585,1.625,39,5,2738.2916666666665,65719,2738.2916666666665,65719.0,607,3,0.7083333333333334,0,1,Female,Bachelor,102347.0,Married,Star,4160.02,Low Value - Stable,Low Value - Stable
610631,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,85240.0,Divorced,Nova,9667.13,Low Value - At Risk,High Value - At Risk
610684,1.625,39,6,3045.0833333333335,73082,3045.0833333333335,73082.0,2295,3,0.5833333333333334,0,1,Male,College,,Married,Nova,3148.42,Low Value - Stable,Low Value - Stable
610860,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,85084.0,Married,Nova,5035.74,Low Value - At Risk,Low Value - At Risk
610916,0.2916666666666667,7,3,290.125,6963,290.125,6963.0,429,20,8.75,1,0,Male,Bachelor,87965.0,Married,Star,2485.11,Low Value - At Risk,Low Value - At Risk
610946,1.875,45,4,2440.5416666666665,58573,2440.5416666666665,58573.0,3141,2,0.2916666666666667,0,1,Female,Bachelor,56947.0,Married,Star,4244.47,Low Value - Stable,Low Value - Stable
611029,1.0,24,4,2087.2083333333335,50093,2087.2083333333335,50093.0,2226,11,2.8333333333333335,1,1,Female,Bachelor,56951.0,Married,Aurora,29091.24,Low Value - At Risk,High Value - At Risk
611046,0.5,12,4,868.2083333333334,20837,868.2083333333334,20837.0,0,10,3.375,1,1,Female,College,,Divorced,Nova,3445.86,Low Value - At Risk,Low Value - At Risk
611051,1.2916666666666667,31,4,1932.875,46389,1932.875,46389.0,1479,2,0.5,0,1,Male,College,,Single,Star,4470.18,Low Value - Stable,Low Value - Stable
611084,1.375,33,4,2482.125,59571,2482.125,59571.0,647,4,0.7916666666666666,0,1,Female,Bachelor,54756.0,Married,Aurora,14748.92,Low Value - Stable,High Value - Loyal
611086,1.7083333333333333,41,6,2847.0,68328,2847.0,68328.0,1169,4,0.75,0,1,Female,Bachelor,87781.0,Married,Nova,4595.46,Low Value - Stable,Low Value - Stable
611247,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,100585.0,Married,Aurora,7081.69,Low Value - At Risk,Low Value - At Risk
611356,1.5416666666666667,37,4,2653.9583333333335,63695,2653.9583333333335,63695.0,0,2,0.2916666666666667,0,1,Male,Bachelor,67072.0,Married,Nova,3129.11,Low Value - Stable,Low Value - Stable
611366,0.7916666666666666,19,5,1406.0416666666667,33745,1406.0416666666667,33745.0,644,7,1.9166666666666667,1,1,Female,Bachelor,65264.0,Divorced,Star,5656.2,Low Value - At Risk,Low Value - At Risk
611415,1.5,36,6,2360.75,56658,2360.75,56658.0,789,2,0.4166666666666667,0,1,Male,College,,Single,Nova,4818.64,Low Value - Stable,Low Value - Stable
611436,1.625,39,5,2158.375,51801,2158.375,51801.0,607,2,0.4583333333333333,0,1,Male,Bachelor,87511.0,Divorced,Aurora,7930.6,Low Value - Stable,Low Value - Stable
611464,1.4583333333333333,35,6,2542.125,61011,2542.125,61011.0,2571,5,1.1666666666666667,0,1,Female,College,,Single,Nova,7329.83,Low Value - Stable,Low Value - Stable
611481,1.3333333333333333,32,5,2223.8333333333335,53372,2223.8333333333335,53372.0,766,6,1.3333333333333333,1,1,Male,Bachelor,92717.0,Married,Nova,4678.42,Low Value - At Risk,Low Value - At Risk
611538,1.6666666666666667,40,6,2440.6666666666665,58576,2440.6666666666665,58576.0,604,4,0.9166666666666666,0,1,Female,Bachelor,80892.0,Married,Star,5178.7,Low Value - Stable,Low Value - Stable
611582,1.2916666666666667,31,5,1500.4583333333333,36011,1500.4583333333333,36011.0,2149,3,0.625,0,1,Female,Bachelor,72312.0,Married,Nova,8476.81,Low Value - Stable,Low Value - Stable
611618,1.375,33,4,2285.5833333333335,54854,2285.5833333333335,54854.0,622,3,0.5,0,1,Male,College,,Single,Star,2242.23,Low Value - Stable,Low Value - Stable
611667,6.545454545454546,72,20,10189.545454545454,112085,15284.318181818182,168127.5,1220,2,0.2727272727272727,0,0,Female,Bachelor,68150.0,Married,Aurora,7524.88,High Value - Loyal,Low Value - Stable
611673,1.625,39,5,2229.2083333333335,53501,2229.2083333333335,53501.0,503,3,0.6666666666666666,0,1,Male,College,,Single,Star,6559.35,Low Value - Stable,Low Value - Stable
611689,1.5833333333333333,38,5,2019.875,48477,2019.875,48477.0,664,2,0.3333333333333333,0,1,Male,Bachelor,50114.0,Married,Star,5712.38,Low Value - Stable,Low Value - Stable
611765,1.0833333333333333,26,4,1603.1666666666667,38476,1603.1666666666667,38476.0,436,13,3.875,1,1,Male,Bachelor,90175.0,Single,Star,3867.97,Low Value - At Risk,Low Value - At Risk
611817,1.9166666666666667,46,7,2502.875,60069,2502.875,60069.0,766,2,0.4166666666666667,0,1,Female,College,,Single,Star,13197.93,Low Value - Stable,High Value - Loyal
611873,1.9166666666666667,46,5,2752.2083333333335,66053,2752.2083333333335,66053.0,1477,2,0.375,0,1,Male,College,,Married,Aurora,7735.47,Low Value - Stable,Low Value - Stable
611990,1.3333333333333333,32,6,1806.25,43350,1806.25,43350.0,0,3,0.7083333333333334,0,1,Female,Bachelor,100368.0,Married,Star,2733.43,Low Value - Stable,Low Value - Stable
612013,0.5,12,4,986.125,23667,986.125,23667.0,0,11,3.875,1,1,Male,Bachelor,54734.0,Single,Nova,4455.52,Low Value - At Risk,Low Value - At Risk
612019,0.6666666666666666,16,5,993.5833333333334,23846,993.5833333333334,23846.0,1231,18,7.125,1,0,Male,Bachelor,61809.0,Married,Nova,4282.95,Low Value - At Risk,Low Value - At Risk
612060,1.5,36,6,2116.0,50784,2116.0,50784.0,1152,3,0.75,0,1,Female,College,,Single,Nova,3802.99,Low Value - Stable,Low Value - Stable
612074,1.0833333333333333,26,5,1729.4166666666667,41506,1729.4166666666667,41506.0,0,6,1.3333333333333333,1,1,Female,College,,Married,Star,5325.72,Low Value - At Risk,Low Value - At Risk
612122,1.0416666666666667,25,5,1332.5833333333333,31982,1332.5833333333333,31982.0,899,6,1.5,1,1,Female,College,,Married,Nova,7955.44,Low Value - At Risk,Low Value - At Risk
612140,1.3333333333333333,32,4,2013.375,48321,2013.375,48321.0,978,6,1.0833333333333333,1,1,Male,Bachelor,47996.0,Married,Star,41075.43,Low Value - At Risk,High Value - At Risk
612144,1.5416666666666667,37,5,2038.3333333333333,48920,2038.3333333333333,48920.0,876,3,0.4583333333333333,0,1,Male,College,,Married,Nova,64618.76,Low Value - Stable,High Value - Loyal
612162,1.3333333333333333,32,6,2381.0,57144,2381.0,57144.0,783,6,1.25,1,1,Female,Bachelor,57033.0,Married,Aurora,9035.67,Low Value - At Risk,High Value - At Risk
612186,1.4583333333333333,35,6,2102.0833333333335,50450,2102.0833333333335,50450.0,1776,5,1.125,0,1,Female,College,,Married,Aurora,15950.02,Low Value - Stable,High Value - Loyal
612233,1.0,24,5,1712.0,41088,1712.0,41088.0,0,3,1.0,0,1,Female,Bachelor,58314.0,Single,Aurora,5528.21,Low Value - Stable,Low Value - Stable
612269,1.4166666666666667,34,6,2426.3333333333335,58232,2426.3333333333335,58232.0,0,3,0.5416666666666666,0,1,Male,Bachelor,58230.0,Married,Star,19259.84,Low Value - Stable,High Value - Loyal
612294,0.7916666666666666,19,4,1501.625,36039,1501.625,36039.0,1763,7,1.7916666666666667,1,1,Female,Bachelor,63767.0,Married,Star,2756.47,Low Value - At Risk,Low Value - At Risk
612311,1.4583333333333333,35,6,1959.2083333333333,47021,1959.2083333333333,47021.0,2049,5,1.0,0,1,Female,Bachelor,56600.0,Married,Star,12504.49,Low Value - Stable,High Value - Loyal
612339,1.3333333333333333,32,4,2112.2083333333335,50693,2112.2083333333335,50693.0,910,2,0.4583333333333333,0,1,Male,Doctor,68273.0,Divorced,Nova,4163.79,Low Value - Stable,Low Value - Stable
612370,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,College,,Divorced,Nova,2774.8,Low Value - At Risk,Low Value - At Risk
612488,2.25,54,6,3615.2083333333335,86765,3615.2083333333335,86765.0,1668,3,0.5416666666666666,0,1,Male,Master,126642.0,Married,Nova,6057.07,High Value - Loyal,Low Value - Stable
612510,1.9583333333333333,47,5,2901.75,69642,2901.75,69642.0,1217,2,0.4166666666666667,0,1,Male,Bachelor,85084.0,Married,Nova,5035.74,Low Value - Stable,Low Value - Stable
612555,1.7083333333333333,41,4,2750.7083333333335,66017,2750.7083333333335,66017.0,2084,3,0.4166666666666667,0,1,Female,Bachelor,87635.0,Married,Star,4669.23,Low Value - Stable,Low Value - Stable
612595,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,88606.0,Married,Nova,3109.01,Low Value - At Risk,Low Value - At Risk
612650,0.875,21,5,1461.875,35085,1461.875,35085.0,323,15,5.083333333333333,1,1,Female,College,,Single,Aurora,5375.66,Low Value - At Risk,Low Value - At Risk
612664,1.4583333333333333,35,6,2461.9583333333335,59087,2461.9583333333335,59087.0,0,5,1.0,0,1,Female,Master,126642.0,Married,Star,6057.07,Low Value - Stable,Low Value - Stable
612703,1.7916666666666667,43,6,2882.875,69189,2882.875,69189.0,645,2,0.4583333333333333,0,1,Male,College,,Single,Aurora,8175.32,Low Value - Stable,Low Value - Stable
612719,1.7083333333333333,41,6,2459.0833333333335,59018,2459.0833333333335,59018.0,2211,3,0.4166666666666667,0,1,Female,Doctor,250798.0,Single,Star,2482.41,Low Value - Stable,Low Value - Stable
612742,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,54825.0,Married,Nova,5785.22,Low Value - At Risk,Low Value - At Risk
612795,2.0,48,6,2664.0416666666665,63937,2664.0416666666665,63937.0,409,3,0.4583333333333333,0,1,Male,College,,Single,Star,2152.08,Low Value - Stable,Low Value - Stable
612834,1.625,39,6,2377.25,57054,2377.25,57054.0,1806,3,0.7083333333333334,0,1,Female,Bachelor,79817.0,Married,Nova,8007.35,Low Value - Stable,Low Value - Stable
612905,1.4583333333333333,35,4,2033.1666666666667,48796,2033.1666666666667,48796.0,569,3,0.5833333333333334,0,1,Female,College,,Married,Star,3920.51,Low Value - Stable,Low Value - Stable
612955,1.25,30,6,2132.75,51186,2132.75,51186.0,319,7,1.7916666666666667,1,1,Female,Bachelor,62821.0,Divorced,Nova,2879.51,Low Value - At Risk,Low Value - At Risk
612963,0.125,3,3,132.0,3168,132.0,3168.0,0,23,11.5,1,0,Male,Bachelor,55976.0,Married,Star,2507.41,Low Value - At Risk,Low Value - At Risk
612995,1.2083333333333333,29,5,1741.5,41796,1741.5,41796.0,2617,2,0.625,0,1,Male,Bachelor,74485.0,Married,Nova,11389.94,Low Value - Stable,High Value - Loyal
613076,1.1666666666666667,28,6,1740.0,41760,1740.0,41760.0,2377,3,0.6666666666666666,0,1,Male,College,,Married,Star,2448.65,Low Value - Stable,Low Value - Stable
613185,1.4583333333333333,35,5,2301.9583333333335,55247,2301.9583333333335,55247.0,521,4,0.875,0,1,Female,Bachelor,77335.0,Married,Aurora,8639.09,Low Value - Stable,Low Value - Stable
613195,1.0833333333333333,26,4,1520.0,36480,1520.0,36480.0,1022,4,0.9166666666666666,0,1,Male,Bachelor,61547.0,Married,Nova,2769.25,Low Value - Stable,Low Value - Stable
613234,1.75,42,6,2922.8333333333335,70148,2922.8333333333335,70148.0,0,3,0.5416666666666666,0,1,Female,High School or Below,58212.0,Married,Star,4582.69,Low Value - Stable,Low Value - Stable
613265,1.9166666666666667,46,5,2957.0833333333335,70970,2957.0833333333335,70970.0,2047,1,0.25,0,1,Male,Bachelor,71783.0,Married,Star,4895.81,Low Value - Stable,Low Value - Stable
613303,1.7916666666666667,43,6,2016.0416666666667,48385,2016.0416666666667,48385.0,574,2,0.3333333333333333,0,1,Male,Bachelor,82724.0,Married,Star,2570.19,Low Value - Stable,Low Value - Stable
613546,1.5,36,5,2340.2083333333335,56165,2340.2083333333335,56165.0,1344,2,0.4583333333333333,0,1,Female,College,,Married,Star,3567.5,Low Value - Stable,Low Value - Stable
613709,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,College,,Single,Aurora,5770.68,Low Value - At Risk,Low Value - At Risk
613747,1.875,45,5,2355.75,56538,2355.75,56538.0,0,2,0.375,0,1,Male,Bachelor,101933.0,Married,Star,2471.53,Low Value - Stable,Low Value - Stable
613804,1.4166666666666667,34,5,2149.4166666666665,51586,2149.4166666666665,51586.0,963,4,0.8333333333333334,0,1,Female,College,,Single,Star,4620.39,Low Value - Stable,Low Value - Stable
613860,6.0,66,20,10386.545454545454,114252,15579.818181818182,171378.0,523,3,0.6363636363636364,0,1,Female,College,,Single,Nova,16045.11,High Value - Loyal,High Value - Loyal
613908,1.5833333333333333,38,7,1815.0833333333333,43562,1815.0833333333333,43562.0,471,5,0.9583333333333334,0,1,Female,College,,Married,Star,4644.9,Low Value - Stable,Low Value - Stable
613925,0.5416666666666666,13,5,1102.875,26469,1102.875,26469.0,0,15,5.541666666666667,1,1,Female,Bachelor,93028.0,Married,Aurora,5182.94,Low Value - At Risk,Low Value - At Risk
614000,1.5833333333333333,38,6,2337.25,56094,2337.25,56094.0,0,3,0.6666666666666666,0,1,Female,Bachelor,48264.0,Married,Aurora,13989.85,Low Value - Stable,High Value - Loyal
614063,2.0833333333333335,50,6,3920.125,94083,3920.125,94083.0,1081,1,0.3333333333333333,0,1,Female,College,,Single,Star,8485.39,High Value - Loyal,Low Value - Stable
614100,1.75,42,6,2400.0416666666665,57601,2400.0416666666665,57601.0,532,5,0.8333333333333334,0,1,Female,Bachelor,56201.0,Married,Star,2651.62,Low Value - Stable,Low Value - Stable
614106,1.625,39,6,2562.0,61488,2562.0,61488.0,1067,3,0.7916666666666666,0,1,Female,Bachelor,88978.0,Single,Star,2481.84,Low Value - Stable,Low Value - Stable
614122,1.2083333333333333,29,4,1689.5,40548,1689.5,40548.0,1046,4,0.8333333333333334,0,1,Female,Bachelor,54017.0,Divorced,Star,2452.06,Low Value - Stable,Low Value - Stable
614164,1.875,45,6,2234.5833333333335,53630,2234.5833333333335,53630.0,2859,2,0.375,0,1,Female,Bachelor,66461.0,Married,Nova,4012.32,Low Value - Stable,Low Value - Stable
614219,2.0416666666666665,49,6,3568.7916666666665,85651,3568.7916666666665,85651.0,0,3,0.4166666666666667,0,1,Female,College,,Single,Star,2442.22,High Value - Loyal,Low Value - Stable
614221,0.7083333333333334,17,4,904.5,21708,904.5,21708.0,0,13,4.083333333333333,1,1,Female,Bachelor,46831.0,Married,Star,6047.03,Low Value - At Risk,Low Value - At Risk
614246,1.9583333333333333,47,6,2862.2083333333335,68693,2862.2083333333335,68693.0,955,2,0.5,0,1,Male,College,,Married,Nova,4015.21,Low Value - Stable,Low Value - Stable
614307,1.0833333333333333,26,5,1979.6666666666667,47512,1979.6666666666667,47512.0,1562,5,1.0,0,1,Male,Bachelor,74303.0,Married,Aurora,8072.25,Low Value - Stable,Low Value - Stable
614350,2.0833333333333335,50,7,2649.5833333333335,63590,2649.5833333333335,63590.0,933,2,0.3333333333333333,0,1,Male,Bachelor,75520.0,Married,Star,5368.89,High Value - Loyal,Low Value - Stable
614373,1.4583333333333333,35,6,1956.7083333333333,46961,1956.7083333333333,46961.0,2277,2,0.4583333333333333,0,1,Female,Bachelor,99444.0,Married,Nova,2759.98,Low Value - Stable,Low Value - Stable
614377,0.4166666666666667,10,4,808.5,19404,808.5,19404.0,0,18,7.291666666666667,1,1,Female,College,,Single,Star,2467.46,Low Value - At Risk,Low Value - At Risk
614379,1.5833333333333333,38,6,2605.2083333333335,62525,2605.2083333333335,62525.0,1310,4,1.0416666666666667,0,1,Male,College,,Single,Star,2222.87,Low Value - Stable,Low Value - Stable
614428,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,76400.0,Married,Star,3679.14,Low Value - At Risk,Low Value - At Risk
614441,1.4583333333333333,35,5,1958.9583333333333,47015,1958.9583333333333,47015.0,1420,3,0.625,0,1,Female,Bachelor,53068.0,Married,Nova,2846.25,Low Value - Stable,Low Value - Stable
614574,0.7916666666666666,19,4,1035.625,24855,1035.625,24855.0,0,12,3.5416666666666665,1,1,Female,Bachelor,55795.0,Married,Nova,4686.81,Low Value - At Risk,Low Value - At Risk
614634,1.875,45,6,3226.5,77436,3226.5,77436.0,2687,2,0.5833333333333334,0,1,Male,Bachelor,68261.0,Single,Aurora,7757.92,Low Value - Stable,Low Value - Stable
614720,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,50183.0,Single,Star,5493.02,Low Value - At Risk,Low Value - At Risk
614721,3.727272727272727,41,20,6034.181818181818,66376,9051.272727272728,99564.0,1704,1,0.2727272727272727,0,1,Female,Bachelor,84147.0,Married,Star,8044.87,High Value - Loyal,Low Value - Stable
614782,0.8333333333333334,20,6,966.2916666666666,23191,966.2916666666666,23191.0,509,10,2.5,1,1,Male,Bachelor,55302.0,Married,Star,5580.92,Low Value - At Risk,Low Value - At Risk
614787,0.125,3,3,102.0,2448,102.0,2448.0,0,23,11.5,1,1,Male,Bachelor,60788.0,Divorced,Aurora,5641.36,Low Value - At Risk,Low Value - At Risk
614810,1.375,33,4,2194.2083333333335,52661,2194.2083333333335,52661.0,575,4,0.8333333333333334,0,1,Female,Bachelor,75793.0,Divorced,Star,2578.84,Low Value - Stable,Low Value - Stable
614830,2.8333333333333335,68,6,4924.333333333333,118184,4924.333333333333,118184.0,924,1,0.16666666666666666,0,1,Male,College,,Single,Aurora,7416.2,High Value - Loyal,Low Value - Stable
614871,0.20833333333333334,5,4,245.54166666666666,5893,245.54166666666666,5893.0,686,22,10.541666666666666,1,0,Male,Bachelor,76899.0,Married,Nova,5627.3,Low Value - At Risk,Low Value - At Risk
615022,1.4166666666666667,34,6,2351.9583333333335,56447,2351.9583333333335,56447.0,383,4,1.125,0,1,Male,Bachelor,47165.0,Married,Star,2927.52,Low Value - Stable,Low Value - Stable
615054,1.2083333333333333,29,6,1320.625,31695,1320.625,31695.0,487,7,1.5,1,1,Female,Bachelor,76602.0,Single,Nova,5049.69,Low Value - At Risk,Low Value - At Risk
615131,1.0833333333333333,26,5,1705.125,40923,1705.125,40923.0,418,5,0.9583333333333334,0,1,Male,Bachelor,81917.0,Single,Aurora,27990.27,Low Value - Stable,High Value - Loyal
615201,1.7083333333333333,41,6,2482.0,59568,2482.0,59568.0,1280,2,0.4166666666666667,0,1,Female,College,,Married,Star,2713.56,Low Value - Stable,Low Value - Stable
615214,1.875,45,6,2268.4583333333335,54443,2268.4583333333335,54443.0,0,5,0.875,0,1,Male,Bachelor,91594.0,Married,Aurora,7583.56,Low Value - Stable,Low Value - Stable
615244,1.2083333333333333,29,4,1444.375,34665,1444.375,34665.0,1501,6,1.2916666666666667,1,1,Female,Bachelor,52661.0,Divorced,Star,10455.49,Low Value - At Risk,High Value - At Risk
615251,1.7083333333333333,41,5,3063.9166666666665,73534,3063.9166666666665,73534.0,899,1,0.25,0,1,Female,College,,Married,Nova,4927.71,Low Value - Stable,Low Value - Stable
615327,1.2083333333333333,29,5,1807.1666666666667,43372,1807.1666666666667,43372.0,0,11,2.8333333333333335,1,1,Female,Bachelor,83879.0,Married,Nova,13046.65,Low Value - At Risk,High Value - At Risk
615385,0.9166666666666666,22,6,1675.7083333333333,40217,1675.7083333333333,40217.0,0,16,5.75,1,1,Female,Bachelor,94259.0,Divorced,Star,2916.42,Low Value - At Risk,Low Value - At Risk
615394,1.625,39,6,2172.6666666666665,52144,2172.6666666666665,52144.0,1201,2,0.5,0,1,Female,High School or Below,67071.0,Married,Star,4831.42,Low Value - Stable,Low Value - Stable
615411,2.25,54,6,3384.9583333333335,81239,3384.9583333333335,81239.0,1966,2,0.4166666666666667,0,1,Female,College,,Single,Aurora,16938.3,High Value - Loyal,High Value - Loyal
615439,1.5,72,5,2362.7291666666665,113411,2362.7291666666665,113411.0,2852,3,0.5,0,1,Male,Doctor,109664.0,Single,Star,4763.33,Low Value - Stable,Low Value - Stable
615459,4.7272727272727275,52,16,7469.818181818182,82168,11204.727272727272,123252.0,631,4,1.0909090909090908,0,1,Male,Bachelor,75049.0,Married,Star,83325.38,High Value - Loyal,High Value - Loyal
615528,1.0,24,3,1444.0833333333333,34658,1444.0833333333333,34658.0,3957,4,0.9583333333333334,0,1,Male,Bachelor,47278.0,Married,Star,5445.82,Low Value - Stable,Low Value - Stable
615529,1.5416666666666667,37,6,2384.4166666666665,57226,2384.4166666666665,57226.0,1788,3,0.625,0,1,Male,College,,Married,Nova,9155.24,Low Value - Stable,High Value - Loyal
615561,1.6666666666666667,80,5,2711.5,130152,2711.5,130152.0,346,3,0.5625,0,1,Male,College,,Single,Aurora,8036.45,Low Value - Stable,Low Value - Stable
615578,1.75,42,6,2219.875,53277,2219.875,53277.0,1980,3,0.4583333333333333,0,1,Male,College,,Divorced,Nova,6866.09,Low Value - Stable,Low Value - Stable
615617,1.0833333333333333,26,4,1776.7916666666667,42643,1776.7916666666667,42643.0,680,6,1.2083333333333333,1,1,Female,Bachelor,96663.0,Married,Nova,4369.72,Low Value - At Risk,Low Value - At Risk
615662,1.875,45,6,2824.3333333333335,67784,2824.3333333333335,67784.0,1753,3,0.5833333333333334,0,1,Male,College,,Single,Star,4703.72,Low Value - Stable,Low Value - Stable
615673,1.5,36,3,2117.4166666666665,50818,2117.4166666666665,50818.0,2252,2,0.375,0,1,Male,Master,123828.0,Married,Star,4636.55,Low Value - Stable,Low Value - Stable
615678,0.7916666666666666,19,6,1084.5416666666667,26029,1084.5416666666667,26029.0,0,11,3.0,1,1,Female,Bachelor,68237.0,Divorced,Star,2755.75,Low Value - At Risk,Low Value - At Risk
615826,1.4166666666666667,34,6,2068.625,49647,2068.625,49647.0,975,4,0.8333333333333334,0,1,Male,College,,Married,Star,21423.64,Low Value - Stable,High Value - Loyal
615854,1.9166666666666667,46,6,3134.2916666666665,75223,3134.2916666666665,75223.0,530,2,0.4166666666666667,0,1,Female,Bachelor,87259.0,Divorced,Nova,4974.8,Low Value - Stable,Low Value - Stable
